data,denominazione_regione,nuovi_positivi,totale_casi,ricoverati_con_sintomi,ingressi_terapia_intensiva,tamponi
2020-11-06,Abruzzo,395,13505,468,,308505
2020-11-06,Basilicata,249,3172,100,,112980
2020-11-06,Calabria,264,6714,212,,292222
2020-11-06,Campania,4508,78009,1677,,1075201
2020-11-06,Emilia-Romagna,1953,67041,1673,,1695309
2020-11-06,Friuli Venezia Giulia,542,13352,260,,567637
2020-11-06,Lazio,2699,60707,2511,,1591303
2020-11-06,Liguria,1127,34452,1315,,475685
2020-11-06,Lombardia,9934,242947,5563,,3172359
2020-11-06,Marche,697,17656,444,,338947
2020-11-06,Molise,76,2199,26,,68295
2020-11-06,Piemonte,4878,89458,3871,,1117280
2020-11-06,Puglia,946,23881,787,,594560
2020-11-06,Sardegna,359,11412,392,,286076
2020-11-06,Sicilia,1423,28825,1157,,737769
2020-11-06,Toscana,2592,57680,1303,,1180350
2020-11-06,Umbria,767,13591,326,,320893
2020-11-06,Valle d'Aosta,129,3963,154,,44359
2020-11-06,Veneto,3297,72092,1184,,2417660
2020-11-07,Abruzzo,432,13936,484,,311779
2020-11-07,Basilicata,105,3277,98,,114138
2020-11-07,Calabria,392,7106,227,,295772
2020-11-07,Campania,4309,82318,1756,,1097897
2020-11-07,Emilia-Romagna,2009,69049,1723,,1715527
2020-11-07,Friuli Venezia Giulia,872,14224,286,,576329
2020-11-07,Lazio,2618,63325,2619,,1621947
2020-11-07,Liguria,1092,35544,1303,,481315
2020-11-07,Lombardia,11489,254436,5813,,3218458
2020-11-07,Marche,631,18287,454,,342550
2020-11-07,Molise,152,2351,26,,69110
2020-11-07,Piemonte,4437,93895,4122,,1134670
2020-11-07,Puglia,1054,24935,876,,601641
2020-11-07,Sardegna,425,11837,390,,289502
2020-11-07,Sicilia,1363,30188,1161,,746200
2020-11-07,Toscana,2787,60467,1368,,1198493
2020-11-07,Umbria,688,14279,345,,325727
2020-11-07,Valle d'Aosta,117,4080,154,,44845
2020-11-07,Veneto,3815,75907,1300,,2437080
2020-11-08,Abruzzo,584,14519,484,,315128
2020-11-08,Basilicata,246,3523,102,,115374
2020-11-08,Calabria,359,7465,233,,298954
2020-11-08,Campania,4601,86919,1817,,1123703
2020-11-08,Emilia-Romagna,2360,71408,1836,,1728477
2020-11-08,Friuli Venezia Giulia,504,14728,301,,580815
2020-11-08,Lazio,2489,65814,2686,,1646433
2020-11-08,Liguria,886,36430,1334,,486171
2020-11-08,Lombardia,6318,260754,6225,,3256646
2020-11-08,Marche,502,18789,493,,345496
2020-11-08,Molise,91,2442,39,,69856
2020-11-08,Piemonte,3884,97779,4367,,1149489
2020-11-08,Puglia,766,25701,880,,608364
2020-11-08,Sardegna,424,12261,400,,293794
2020-11-08,Sicilia,1083,31271,1250,,753094
2020-11-08,Toscana,2479,62946,1474,,1214035
2020-11-08,Umbria,660,14939,353,,329812
2020-11-08,Valle d'Aosta,55,4135,158,,45323
2020-11-08,Veneto,3362,79269,1355,,2448503
2020-11-09,Abruzzo,625,15143,513,,319079
2020-11-09,Basilicata,132,3655,111,,116105
2020-11-09,Calabria,443,7908,256,,301158
2020-11-09,Campania,3120,90039,1949,,1139496
2020-11-09,Emilia-Romagna,2025,73432,1939,,1740948
2020-11-09,Friuli Venezia Giulia,320,15048,319,,583139
2020-11-09,Lazio,2153,67967,2761,,1668951
2020-11-09,Liguria,538,36968,1387,,489301
2020-11-09,Lombardia,4777,265531,6414,,3277767
2020-11-09,Marche,262,19051,519,,346762
2020-11-09,Molise,98,2540,38,,70872
2020-11-09,Piemonte,2876,100655,4540,,1162525
2020-11-09,Puglia,730,26431,968,,612467
2020-11-09,Sardegna,327,12588,408,,296721
2020-11-09,Sicilia,1023,32294,1303,,761552
2020-11-09,Toscana,2244,65190,1542,,1227725
2020-11-09,Umbria,314,15253,360,,330852
2020-11-09,Valle d'Aosta,201,4336,159,,45993
2020-11-09,Veneto,2223,81492,1464,,2462529
2020-11-10,Abruzzo,746,15888,530,,323845
2020-11-10,Basilicata,224,3879,138,,117676
2020-11-10,Calabria,409,8317,283,,304240
2020-11-10,Campania,2716,92755,2061,,1153786
2020-11-10,Emilia-Romagna,2430,75855,2020,,1763487
2020-11-10,Friuli Venezia Giulia,482,15530,336,,589577
2020-11-10,Lazio,2608,70575,2785,,1698266
2020-11-10,Liguria,1172,38140,1315,,496323
2020-11-10,Lombardia,10955,276486,6682,,3324961
2020-11-10,Marche,504,19555,525,,349370
2020-11-10,Molise,42,2582,44,,71289
2020-11-10,Piemonte,3659,104314,4715,,1178337
2020-11-10,Puglia,1245,27676,1029,,621292
2020-11-10,Sardegna,489,13077,403,,300600
2020-11-10,Sicilia,1201,33495,1348,,770408
2020-11-10,Toscana,2223,67413,1582,,1241973
2020-11-10,Umbria,485,15738,363,,336098
2020-11-10,Valle d'Aosta,127,4463,161,,46630
2020-11-10,Veneto,2763,84255,1596,,2479307
2020-11-11,Abruzzo,662,16550,546,,328068
2020-11-11,Basilicata,168,4047,133,,119132
2020-11-11,Calabria,376,8693,286,,307611
2020-11-11,Campania,3166,95921,2077,,1172232
2020-11-11,Emilia-Romagna,2428,78283,2072,,1784161
2020-11-11,Friuli Venezia Giulia,572,16102,346,,595748
2020-11-11,Lazio,2479,73054,2913,,1724820
2020-11-11,Liguria,1102,39242,1315,,503245
2020-11-11,Lombardia,8180,284666,6907,,3377673
2020-11-11,Marche,701,20256,536,,353026
2020-11-11,Molise,71,2653,48,,72092
2020-11-11,Piemonte,2953,107267,4790,,1191915
2020-11-11,Puglia,1332,29008,1131,,629205
2020-11-11,Sardegna,416,13493,418,,304775
2020-11-11,Sicilia,1487,34982,1376,,780247
2020-11-11,Toscana,2507,69920,1628,,1259794
2020-11-11,Umbria,515,16253,359,,340853
2020-11-11,Valle d'Aosta,125,4588,160,,47373
2020-11-11,Veneto,3082,87337,1669,,2494150
2020-11-12,Abruzzo,541,17091,547,,330704
2020-11-12,Basilicata,202,4249,134,,120747
2020-11-12,Calabria,426,9119,298,,310924
2020-11-12,Campania,4065,99986,1944,,1196072
2020-11-12,Emilia-Romagna,2402,80684,2094,,1804471
2020-11-12,Friuli Venezia Giulia,838,16940,346,,603277
2020-11-12,Lazio,2686,75740,2953,,1753939
2020-11-12,Liguria,1013,40255,1363,,509052
2020-11-12,Lombardia,9291,293957,7047,,3420606
2020-11-12,Marche,834,21090,536,,357212
2020-11-12,Molise,73,2726,55,,72790
2020-11-12,Piemonte,4787,112054,4833,,1216816
2020-11-12,Puglia,1434,30442,1193,,638141
2020-11-12,Sardegna,301,13794,424,,308919
2020-11-12,Sicilia,1692,36674,1391,,789702
2020-11-12,Toscana,1932,71852,1653,,1275580
2020-11-12,Umbria,783,17036,354,,346677
2020-11-12,Valle d'Aosta,167,4755,159,,48023
2020-11-12,Veneto,3564,90901,1763,,2511361
2020-11-13,Abruzzo,683,17774,567,,335473
2020-11-13,Basilicata,307,4556,141,,123016
2020-11-13,Calabria,297,9416,338,,313881
2020-11-13,Campania,4079,104065,2153,,1221582
2020-11-13,Emilia-Romagna,2384,83068,2164,,1824983
2020-11-13,Friuli Venezia Giulia,831,17771,366,,610398
2020-11-13,Lazio,2925,78665,3018,,1782248
2020-11-13,Liguria,1209,41464,1372,,516330
2020-11-13,Lombardia,10634,304591,7319,,3476242
2020-11-13,Marche,740,21830,559,,360800
2020-11-13,Molise,63,2789,55,,73624
2020-11-13,Piemonte,5258,117312,4890,,1239594
2020-11-13,Puglia,1350,31792,1249,,646602
2020-11-13,Sardegna,623,14417,472,,313844
2020-11-13,Sicilia,1707,38381,1450,,799919
2020-11-13,Toscana,2478,74330,1656,,1294003
2020-11-13,Umbria,604,17640,359,,351691
2020-11-13,Valle d'Aosta,103,4858,149,,48853
2020-11-13,Veneto,3605,94506,1831,,2529005
2020-11-14,Abruzzo,939,18713,545,,340656
2020-11-14,Basilicata,265,4821,144,,125266
2020-11-14,Calabria,333,9749,345,,317254
2020-11-14,Campania,3351,107416,2080,,1242244
2020-11-14,Emilia-Romagna,2637,85699,2243,,1846431
2020-11-14,Friuli Venezia Giulia,558,18329,378,,615669
2020-11-14,Lazio,2997,81662,3076,,1812070
2020-11-14,Liguria,1091,42555,1402,,522497
2020-11-14,Lombardia,8129,312720,7621,,3511792
2020-11-14,Marche,779,22609,484,,365075
2020-11-14,Molise,121,2910,55,,74598
2020-11-14,Piemonte,4471,121783,4902,,1259309
2020-11-14,Puglia,1741,33533,1289,,656347
2020-11-14,Sardegna,396,14813,506,,317869
2020-11-14,Sicilia,1729,40110,1462,,809193
2020-11-14,Toscana,2420,76750,1679,,1313187
2020-11-14,Umbria,579,18219,361,,356390
2020-11-14,Valle d'Aosta,245,5103,146,,49650
2020-11-14,Veneto,3578,98084,1869,,2547409
2020-11-15,Abruzzo,470,19182,565,,344353
2020-11-15,Basilicata,158,4979,155,,126798
2020-11-15,Calabria,344,10093,342,,319813
2020-11-15,Campania,3771,111187,2224,,1267192
2020-11-15,Emilia-Romagna,2822,88520,2285,,1858993
2020-11-15,Friuli Venezia Giulia,608,18937,401,,620174
2020-11-15,Lazio,2612,84274,3159,,1834504
2020-11-15,Liguria,822,43377,1393,,527347
2020-11-15,Lombardia,8060,320780,7781,,3550494
2020-11-15,Marche,707,23316,483,,368894
2020-11-15,Molise,85,2995,60,,75505
2020-11-15,Piemonte,3682,125465,4921,,1273021
2020-11-15,Puglia,905,34438,1261,,662417
2020-11-15,Sardegna,370,15183,510,,321255
2020-11-15,Sicilia,1422,41532,1476,,816609
2020-11-15,Toscana,2653,79403,1734,,1331924
2020-11-15,Umbria,657,18876,366,,360719
2020-11-15,Valle d'Aosta,143,5246,148,,50230
2020-11-15,Veneto,2792,100876,1934,,2562531
2020-11-16,Abruzzo,642,19823,571,,347929
2020-11-16,Basilicata,127,5106,140,,127634
2020-11-16,Calabria,297,10390,358,,321542
2020-11-16,Campania,4079,115266,2190,,1292302
2020-11-16,Emilia-Romagna,2547,91066,2393,,1873435
2020-11-16,Friuli Venezia Giulia,456,19393,407,,623585
2020-11-16,Lazio,2407,86681,3099,,1854203
2020-11-16,Liguria,365,43742,1381,,529552
2020-11-16,Lombardia,4128,324908,7901,,3568531
2020-11-16,Marche,282,23598,499,,370514
2020-11-16,Molise,126,3121,56,,76439
2020-11-16,Piemonte,3476,128941,5074,,1288923
2020-11-16,Puglia,1044,35482,1295,,666842
2020-11-16,Sardegna,411,15594,510,,323605
2020-11-16,Sicilia,1461,42993,1501,,824760
2020-11-16,Toscana,2433,81836,1777,,1347451
2020-11-16,Umbria,283,19159,375,,361474
2020-11-16,Valle d'Aosta,99,5345,151,,50819
2020-11-16,Veneto,1966,102842,1985,,2571888
2020-11-17,Abruzzo,729,20552,590,,352882
2020-11-17,Basilicata,269,5375,150,,130005
2020-11-17,Calabria,680,11070,353,,325886
2020-11-17,Campania,3019,118285,2236,,1308480
2020-11-17,Emilia-Romagna,2219,93285,2451,,1895816
2020-11-17,Friuli Venezia Giulia,536,19929,454,,629511
2020-11-17,Lazio,2538,89219,3066,,1879261
2020-11-17,Liguria,685,44427,1393,,535222
2020-11-17,Lombardia,8448,333356,8151,,3606814
2020-11-17,Marche,357,23955,525,,372822
2020-11-17,Molise,147,3268,60,,77253
2020-11-17,Piemonte,2606,131547,5150,,1305054
2020-11-17,Puglia,1234,36716,1316,,673070
2020-11-17,Sardegna,502,16096,512,,327258
2020-11-17,Sicilia,1698,44691,1505,,835534
2020-11-17,Toscana,2361,84197,1792,,1363146
2020-11-17,Umbria,351,19510,368,,367077
2020-11-17,Valle d'Aosta,154,5499,152,,51410
2020-11-17,Veneto,3124,105966,1980,,2590427
2020-11-18,Abruzzo,641,21193,621,,357482
2020-11-18,Basilicata,237,5612,144,,132066
2020-11-18,Calabria,936,12006,388,,331792
2020-11-18,Campania,3657,121942,2259,,1331959
2020-11-18,Emilia-Romagna,2371,95654,2449,,1916548
2020-11-18,Friuli Venezia Giulia,796,20725,470,,636812
2020-11-18,Lazio,2866,92085,3056,,1906130
2020-11-18,Liguria,775,45202,1371,,542028
2020-11-18,Lombardia,7633,340989,8323,,3644914
2020-11-18,Marche,479,24434,527,,377624
2020-11-18,Molise,98,3366,58,,78177
2020-11-18,Piemonte,3281,134828,5208,,1322809
2020-11-18,Puglia,1368,38084,1320,,683335
2020-11-18,Sardegna,422,16518,505,,330809
2020-11-18,Sicilia,1837,46528,1528,,845013
2020-11-18,Toscana,2508,86705,1805,,1385511
2020-11-18,Umbria,501,20011,368,,371777
2020-11-18,Valle d'Aosta,87,5586,146,,51936
2020-11-18,Veneto,2972,108938,2079,,2607348
2020-11-19,Abruzzo,649,21842,658,,362295
2020-11-19,Basilicata,271,5883,147,,134214
2020-11-19,Calabria,506,12512,395,,334533
2020-11-19,Campania,3334,125276,2287,,1355455
2020-11-19,Emilia-Romagna,2160,97814,2489,,1935478
2020-11-19,Friuli Venezia Giulia,1197,21922,485,,643492
2020-11-19,Lazio,2697,94782,3103,,1933649
2020-11-19,Liguria,792,45994,1319,,548215
2020-11-19,Lombardia,7453,348442,8291,,3682509
2020-11-19,Marche,667,25101,526,,381419
2020-11-19,Molise,154,3520,66,,79299
2020-11-19,Piemonte,5349,140177,5147,,1364685
2020-11-19,Puglia,1263,39347,1324,,692721
2020-11-19,Sardegna,479,16997,517,,335643
2020-11-19,Sicilia,1871,48399,1532,,856483
2020-11-19,Toscana,1972,88677,1814,,1403341
2020-11-19,Umbria,556,20567,369,,377286
2020-11-19,Valle d'Aosta,91,5677,144,,52636
2020-11-19,Veneto,3753,112691,2121,,2624768
2020-11-20,Abruzzo,705,22547,661,,366943
2020-11-20,Basilicata,219,6102,154,,136301
2020-11-20,Calabria,515,13027,415,,337603
2020-11-20,Campania,4226,129502,2244,,1383104
2020-11-20,Emilia-Romagna,2533,100344,2534,,1957785
2020-11-20,Friuli Venezia Giulia,1018,22940,505,,651014
2020-11-20,Lazio,2667,97449,3202,,1960536
2020-11-20,Liguria,761,46755,1290,,553862
2020-11-20,Lombardia,9221,357663,8304,,3724757
2020-11-20,Marche,512,25613,542,,384786
2020-11-20,Molise,139,3659,52,,80803
2020-11-20,Piemonte,3861,144038,5225,,1386198
2020-11-20,Puglia,1456,40803,1408,,702823
2020-11-20,Sardegna,581,17578,526,,339997
2020-11-20,Sicilia,1634,50033,1537,,866503
2020-11-20,Toscana,2207,90884,1792,,1421783
2020-11-20,Umbria,394,20961,363,,380989
2020-11-20,Valle d'Aosta,155,5832,148,,53347
2020-11-20,Veneto,3468,116159,2170,,2640734
2020-11-21,Abruzzo,541,23088,676,,371339
2020-11-21,Basilicata,260,6362,157,,137987
2020-11-21,Calabria,425,13452,426,,340557
2020-11-21,Campania,3554,133056,2260,,1407796
2020-11-21,Emilia-Romagna,2723,103064,2594,,1977482
2020-11-21,Friuli Venezia Giulia,1043,23983,509,,658272
2020-11-21,Lazio,2658,100107,3257,,1990582
2020-11-21,Liguria,761,47516,1241,,560338
2020-11-21,Lombardia,8853,366516,8314,,3769051
2020-11-21,Marche,452,26065,544,,387818
2020-11-21,Molise,157,3816,51,,81934
2020-11-21,Piemonte,2896,146934,5150,,1405087
2020-11-21,Puglia,1377,42180,1432,,712626
2020-11-21,Sardegna,511,18089,504,,343699
2020-11-21,Sicilia,1838,51871,1568,,875889
2020-11-21,Toscana,1892,92776,1798,,1440310
2020-11-21,Umbria,408,21369,370,,385737
2020-11-21,Valle d'Aosta,91,5923,149,,53960
2020-11-21,Veneto,3567,119726,2200,,2658845
2020-11-22,Abruzzo,560,23648,664,,375917
2020-11-22,Basilicata,208,6570,156,,139527
2020-11-22,Calabria,444,13896,433,,342983
2020-11-22,Campania,3217,136273,2218,,1432128
2020-11-22,Emilia-Romagna,2665,105729,2666,,1990596
2020-11-22,Friuli Venezia Giulia,675,24658,545,,664296
2020-11-22,Lazio,2533,102640,3298,,2015225
2020-11-22,Liguria,611,48127,1253,,564766
2020-11-22,Lombardia,5094,371610,8391,,3798851
2020-11-22,Marche,529,26594,542,,391100
2020-11-22,Molise,93,3909,51,,83031
2020-11-22,Piemonte,2641,149575,5132,,1418692
2020-11-22,Puglia,1327,43507,1449,,719303
2020-11-22,Sardegna,404,18493,503,,347631
2020-11-22,Sicilia,1258,53129,1597,,882336
2020-11-22,Toscana,1929,94705,1785,,1457791
2020-11-22,Umbria,400,21769,368,,390378
2020-11-22,Valle d'Aosta,99,6022,144,,54841
2020-11-22,Veneto,2956,122682,2211,,2672240
2020-11-23,Abruzzo,640,24288,672,,380408
2020-11-23,Basilicata,58,6628,157,,139910
2020-11-23,Calabria,321,14217,435,,345039
2020-11-23,Campania,2158,138431,2331,,1447867
2020-11-23,Emilia-Romagna,2347,108073,2738,,2002154
2020-11-23,Friuli Venezia Giulia,377,25035,565,,667212
2020-11-23,Lazio,2341,104981,3351,,2035549
2020-11-23,Liguria,285,48412,1248,,567597
2020-11-23,Lombardia,5289,376899,8331,,3831713
2020-11-23,Marche,161,26755,550,,392339
2020-11-23,Molise,91,4000,57,,84118
2020-11-23,Piemonte,1730,151305,5112,,1432221
2020-11-23,Puglia,980,44487,1499,,723172
2020-11-23,Sardegna,505,18998,512,,350220
2020-11-23,Sicilia,1249,54378,1604,,890048
2020-11-23,Toscana,1323,96028,1832,,1468342
2020-11-23,Umbria,105,21874,371,,390826
2020-11-23,Valle d'Aosta,77,6099,146,,55507
2020-11-23,Veneto,2540,125222,2280,,2683388
2020-11-24,Abruzzo,536,24822,672,,385071
2020-11-24,Basilicata,261,6889,160,,141736
2020-11-24,Calabria,307,14524,429,,348247
2020-11-24,Campania,1764,140195,2274,,1461611
2020-11-24,Emilia-Romagna,2501,110571,2723,,2021756
2020-11-24,Friuli Venezia Giulia,554,25589,561,,673076
2020-11-24,Lazio,2509,107490,3361,,2063500
2020-11-24,Liguria,509,48921,1179,,572618
2020-11-24,Lombardia,4886,381785,8360,,3862746
2020-11-24,Marche,351,27106,555,,394593
2020-11-24,Molise,71,4071,61,,84812
2020-11-24,Piemonte,2070,153375,5116,,1446757
2020-11-24,Puglia,1567,46054,1485,,732942
2020-11-24,Sardegna,290,19288,527,,352678
2020-11-24,Sicilia,1306,55684,1601,,900011
2020-11-24,Toscana,962,96990,1771,,1480155
2020-11-24,Umbria,218,22092,368,,395479
2020-11-24,Valle d'Aosta,73,6172,143,,56259
2020-11-24,Veneto,2194,127416,2336,,2698593
2020-11-25,Abruzzo,623,25445,676,,389766
2020-11-25,Basilicata,329,7218,154,,144321
2020-11-25,Calabria,335,14859,425,,350996
2020-11-25,Campania,2815,143010,2282,,1484741
2020-11-25,Emilia-Romagna,2130,112700,2763,,2040254
2020-11-25,Friuli Venezia Giulia,696,26285,588,,679986
2020-11-25,Lazio,2102,109592,3348,,2092689
2020-11-25,Liguria,460,49381,1115,,578449
2020-11-25,Lombardia,5173,386958,8114,,3904809
2020-11-25,Marche,448,27554,578,,398356
2020-11-25,Molise,106,4177,66,,86418
2020-11-25,Piemonte,2878,156253,5095,,1468297
2020-11-25,Puglia,1511,47565,1483,,742930
2020-11-25,Sardegna,351,19639,515,,356555
2020-11-25,Sicilia,1317,57001,1574,,911444
2020-11-25,Toscana,986,97976,1754,,1494998
2020-11-25,Umbria,386,22478,361,,399810
2020-11-25,Valle d'Aosta,27,6199,137,,56803
2020-11-25,Veneto,2660,130076,2422,,2714890
2020-11-26,Abruzzo,570,26015,694,,394751
2020-11-26,Basilicata,236,7454,156,,146286
2020-11-26,Calabria,397,15256,428,,353604
2020-11-26,Campania,3008,146018,2212,,1508502
2020-11-26,Emilia-Romagna,2157,114855,2679,,2057518
2020-11-26,Friuli Venezia Giulia,814,27099,599,,687612
2020-11-26,Lazio,2260,111852,3408,,2118597
2020-11-26,Liguria,570,49951,1075,,584154
2020-11-26,Lombardia,5697,392655,7996,,3949040
2020-11-26,Marche,519,28073,586,,401261
2020-11-26,Molise,108,4285,69,,87422
2020-11-26,Piemonte,2751,159004,4992,,1490715
2020-11-26,Puglia,1436,49001,1577,,752542
2020-11-26,Sardegna,405,20044,535,,359592
2020-11-26,Sicilia,1768,58769,1545,,922944
2020-11-26,Toscana,1351,99327,1712,,1511997
2020-11-26,Umbria,343,22821,349,,404601
2020-11-26,Valle d'Aosta,44,6243,128,,57624
2020-11-26,Veneto,3980,134056,2447,,2734036
2020-11-27,Abruzzo,510,26525,689,,398946
2020-11-27,Basilicata,218,7663,153,,148000
2020-11-27,Calabria,468,15724,432,,356751
2020-11-27,Campania,2924,148942,2188,,1530803
2020-11-27,Emilia-Romagna,2165,117019,2673,,2078822
2020-11-27,Friuli Venezia Giulia,864,27963,594,,694896
2020-11-27,Lazio,2276,114128,3407,,2142893
2020-11-27,Liguria,606,50557,1019,,589686
2020-11-27,Lombardia,5389,398044,7869,,3989971
2020-11-27,Marche,490,28563,564,,403262
2020-11-27,Molise,79,4364,62,,88429
2020-11-27,Piemonte,3149,162153,4922,,1513856
2020-11-27,Puglia,1737,50738,1654,,762047
2020-11-27,Sardegna,375,20419,528,,362926
2020-11-27,Sicilia,1566,60335,1539,,933579
2020-11-27,Toscana,1117,100444,1647,,1527078
2020-11-27,Umbria,261,23082,353,,408556
2020-11-27,Valle d'Aosta,101,6344,129,,58339
2020-11-27,Veneto,3418,137474,2440,,2750906
2020-11-28,Abruzzo,532,27056,680,,403356
2020-11-28,Basilicata,215,7878,142,,149586
2020-11-28,Calabria,426,16150,410,,359952
2020-11-28,Campania,2729,151671,2164,,1552810
2020-11-28,Emilia-Romagna,2172,119184,2673,,2096063
2020-11-28,Friuli Venezia Giulia,1432,29395,604,,709897
2020-11-28,Lazio,2070,116198,3352,,2171386
2020-11-28,Liguria,454,51011,968,,594426
2020-11-28,Lombardia,4615,402659,7616,,4027257
2020-11-28,Marche,473,29036,571,,406233
2020-11-28,Molise,148,4512,59,,89970
2020-11-28,Piemonte,2157,164310,4781,,1532290
2020-11-28,Puglia,1573,52311,1675,,772079
2020-11-28,Sardegna,311,20730,544,,367115
2020-11-28,Sicilia,1189,61524,1519,,942356
2020-11-28,Toscana,1196,101640,1593,,1543449
2020-11-28,Umbria,348,23430,351,,412818
2020-11-28,Valle d'Aosta,72,6416,130,,59088
2020-11-28,Veneto,3498,140972,2654,,2769213
2020-11-29,Abruzzo,413,27469,659,,407501
2020-11-29,Basilicata,172,8050,141,,151032
2020-11-29,Calabria,294,16444,405,,362488
2020-11-29,Campania,2022,153693,2165,,1571873
2020-11-29,Emilia-Romagna,1850,121032,2668,,2109497
2020-11-29,Friuli Venezia Giulia,680,30075,620,,713195
2020-11-29,Lazio,1993,118191,3358,,2194299
2020-11-29,Liguria,437,51448,970,,598285
2020-11-29,Lombardia,3203,405862,7400,,4055691
2020-11-29,Marche,518,29554,598,,409684
2020-11-29,Molise,114,4626,61,,90959
2020-11-29,Piemonte,2021,166331,4734,,1546447
2020-11-29,Puglia,907,53218,1675,,780364
2020-11-29,Sardegna,416,21146,554,,370276
2020-11-29,Sicilia,1024,62548,1522,,951321
2020-11-29,Toscana,908,102548,1590,,1557825
2020-11-29,Umbria,310,23740,355,,416050
2020-11-29,Valle d'Aosta,47,6463,138,,59860
2020-11-29,Veneto,2617,143589,2442,,2782454
2020-11-30,Abruzzo,556,28024,714,,411685
2020-11-30,Basilicata,92,8142,150,,151705
2020-11-30,Calabria,270,16714,400,,364247
2020-11-30,Campania,1626,155319,2141,,1586159
2020-11-30,Emilia-Romagna,2041,123073,2755,,2120489
2020-11-30,Friuli Venezia Giulia,575,30650,633,,720175
2020-11-30,Lazio,1589,119780,3384,,2214307
2020-11-30,Liguria,236,51684,997,,600386
2020-11-30,Lombardia,1929,407791,7433,,4072678
2020-11-30,Marche,252,29806,585,,411597
2020-11-30,Molise,87,4713,62,,91865
2020-11-30,Piemonte,1185,167516,4737,,1558737
2020-11-30,Puglia,1102,54320,1692,,784515
2020-11-30,Sardegna,329,21475,580,,372806
2020-11-30,Sicilia,1138,63686,1547,,959923
2020-11-30,Toscana,893,103441,1584,,1568208
2020-11-30,Umbria,68,23808,366,,416530
2020-11-30,Valle d'Aosta,47,6510,124,,60435
2020-11-30,Veneto,2003,145592,2460,,2791439
2020-12-01,Abruzzo,396,28420,697,,415586
2020-12-01,Basilicata,156,8298,157,,153181
2020-12-01,Calabria,318,17032,417,,366545
2020-12-01,Campania,1113,156432,2099,,1595400
2020-12-01,Emilia-Romagna,1471,124541,2729,,2137305
2020-12-01,Friuli Venezia Giulia,736,31386,637,,727045
2020-12-01,Lazio,1669,121449,3241,,2241091
2020-12-01,Liguria,339,52023,1003,,604686
2020-12-01,Lombardia,4048,411839,7342,,4107489
2020-12-01,Marche,337,30143,586,,413946
2020-12-01,Molise,60,4773,64,,92658
2020-12-01,Piemonte,1617,169133,4652,,1575753
2020-12-01,Puglia,1659,55979,1693,,794335
2020-12-01,Sardegna,420,21895,583,,376134
2020-12-01,Sicilia,1399,65085,1517,,970696
2020-12-01,Toscana,658,104099,1563,,1578009
2020-12-01,Umbria,144,23952,361,,420906
2020-12-01,Valle d'Aosta,25,6535,123,,60913
2020-12-01,Veneto,2535,148127,2527,,2805098
2020-12-02,Abruzzo,381,28801,703,,419970
2020-12-02,Basilicata,157,8455,158,,154957
2020-12-02,Calabria,230,17262,411,,369710
2020-12-02,Campania,1842,158274,2064,,1615159
2020-12-02,Emilia-Romagna,1569,126110,2692,,2156981
2020-12-02,Friuli Venezia Giulia,812,32198,652,,734865
2020-12-02,Lazio,1791,123240,3282,,2265780
2020-12-02,Liguria,349,52372,963,,609306
2020-12-02,Lombardia,3425,415264,7222,,4143566
2020-12-02,Marche,421,30564,565,,417126
2020-12-02,Molise,95,4868,65,,93645
2020-12-02,Piemonte,1568,170701,4596,,1593650
2020-12-02,Puglia,1668,57647,1685,,804028
2020-12-02,Sardegna,445,22340,577,,379431
2020-12-02,Sicilia,1483,66568,1494,,982232
2020-12-02,Toscana,776,104875,1514,,1591558
2020-12-02,Umbria,278,24230,342,,424921
2020-12-02,Valle d'Aosta,42,6577,122,,61373
2020-12-02,Veneto,2782,150909,2519,,2819945
2020-12-03,Abruzzo,395,29196,698,8.0,424370
2020-12-03,Basilicata,131,8586,161,0.0,156657
2020-12-03,Calabria,280,17542,399,2.0,372492
2020-12-03,Campania,2295,160569,2041,0.0,1639868
2020-12-03,Emilia-Romagna,1766,127870,2668,14.0,2174960
2020-12-03,Friuli Venezia Giulia,772,32970,629,7.0,744835
2020-12-03,Lazio,1769,125009,3233,23.0,2288573
2020-12-03,Liguria,422,52794,932,4.0,614263
2020-12-03,Lombardia,3751,419015,7025,32.0,4179837
2020-12-03,Marche,476,31040,526,5.0,420304
2020-12-03,Molise,53,4921,65,1.0,94388
2020-12-03,Piemonte,2230,172931,4459,10.0,1619813
2020-12-03,Puglia,1602,59249,1621,33.0,812781
2020-12-03,Sardegna,538,22878,593,9.0,384979
2020-12-03,Sicilia,1294,67862,1465,15.0,992813
2020-12-03,Toscana,929,105804,1467,18.0,1606027
2020-12-03,Umbria,286,24516,344,2.0,428429
2020-12-03,Valle d'Aosta,42,6619,113,0.0,54987
2020-12-03,Veneto,3581,154490,2501,30.0,2841581
2020-12-04,Abruzzo,408,29604,700,6.0,428610
2020-12-04,Basilicata,142,8728,165,0.0,158358
2020-12-04,Calabria,335,17891,390,2.0,375413
2020-12-04,Campania,1651,162220,1999,0.0,1658601
2020-12-04,Emilia-Romagna,2143,130009,2717,18.0,2192637
2020-12-04,Friuli Venezia Giulia,1040,34010,632,7.0,754205
2020-12-04,Lazio,1831,126840,3178,16.0,2311519
2020-12-04,Liguria,367,53161,912,4.0,619028
2020-12-04,Lombardia,4533,423548,6792,36.0,4222113
2020-12-04,Marche,492,31532,518,3.0,425121
2020-12-04,Molise,176,5098,64,0.0,95903
